PatentNo,Jurisdiction,PublicationDate,PublicationYear,ApplicationDate,Applicants,Inventors,Owners_updated,Owners,DocumentType,CPCClassifications,IPCRClassifications,USClassifications
US2011-0214757A1,US,08/09/2011,2011,16/02/2011,SURPASS IND CO LTD,IGARASHI HIROKI,,SURPASS INDUSTRY CO. LTD (2011-01-21),Patent Application,G01F1/363;;G05D7/0635;;Y10T137/7762;;Y10T137/7837;;Y10T137/7761;;Y10T137/7759;;Y10T137/2087;;G01F1/34;;G01F1/363;;G01L19/06;;G05D7/00;;Y10T137/7762;;Y10T137/7837;;Y10T137/7761;;Y10T137/7759;;Y10T137/2087;;G01F1/363;;G05D7/0635,G01F1/34;;F16K21/04,137/511;;73/861.42
US6920795B2,US,26/07/2005,2005,09/01/2002,RED WING TECHNOLOGIES INC,BISCHOFF BRIAN;;GOOCH ROBERT,,RED WING TECHNOLOGIES INC (2002-01-03),Granted Patent,G01L19/0007;;G01L19/0007,G01L19/00,73/706
US2015-0134275A1,US,14/05/2015,2015,16/01/2012,CHEN JIGE;;PAN YANZHI;;WU GUODONG;;WU ZHIYONG,CHEN JIGE;;PAN YANZHI;;WU GUODONG;;WU ZHIYONG,,,Patent Application,G01F1/88;;G01F1/88;;G01F1/36;;G01F1/363;;G01F1/44;;G01F1/44;;G01F1/74;;G01N23/00;;G01N23/12;;G01T1/16,G01F1/88;;G01F1/44;;G01N23/00;;G01T1/16,702/47;;73/861.63
US6289745B1,US,18/09/2001,2001,04/05/1999,BOWERS JAMES,BOWERS JAMES,,PHOENIX AIR FLOW INC (2010-06-14),Granted Patent,A61P19/00;;A61P31/12;;G01F1/46;;G01F1/46,A61K31/496;;A61P19/00;;A61P31/12;;C07D211/58;;C07D401/06;;C07D401/10;;C07D405/12;;C07D409/06;;C07D413/06;;G01F1/46,73/861.66
US5861546A,US,19/01/1999,1999,20/08/1997,SAGI; NEHEMIAH HEMI;;ZHANG; GUOSEN RONALD;;GHOSH; RANAJIT RANA,SAGI NEHEMIAH HEMI;;ZHANG GUOSEN RONALD;;GHOSH RANAJIT RANA,,ATC INC (1997-08-19),Granted Patent,G01M3/26;;G01F1/44;;G01F7/005;;G01F15/046;;Y10T137/87354;;Y10T137/87354,G01F1/44;;G01F7/00;;G01F15/04;;G01M3/26,73 405R;;73/861.52;;73/861.55;;137/599.1
US4024762A,US,24/05/1977,1977,01/06/1976,MOBIL OIL CORP,ROBERTS JR WILLIAM WALTER,,,Granted Patent,G01F1/46;;G01F1/46,G01F1/46,73/228
US2008-0245158A1,US,09/10/2008,2008,04/04/2007,ROSEMOUNT INC,HEDTKE ROBERT C,,ROSEMOUNT INC (2007-03-23),Patent Application,G01F1/42;;G01F1/42;;G01L19/0007;;G01L19/0007,G01F1/34;;G01F1/42;;G01F1/44;;G01F1/46,73/861.63;;73/861.42;;73/861.61;;73/861.65
US2014-0260658A1,US,18/09/2014,2014,15/03/2013,ROSEMOUNT INC,STROM GREGORY ROBERT;;HEDTKE ROBERT CARL;;WIKLUND DAVID EUGENE,,ROSEMOUNT INC (2013-04-05),Patent Application,G01F1/3218;;G01F1/50;;G01F1/46;;G01F1/3259;;G01F1/32;;G01F1/3218;;G01F1/50;;G01F1/3259;;G01F1/46,G01F1/46,73/861.01;;73/861.65
US4651572A,US,24/03/1987,1987,03/02/1986,KRUPP KOPPERS GMBH,ALBERTZ THEODOR;;BAUMANN HANS-RICHARD;;WINKLER GERHARD,,KRUPP KOPPERS GMBH (1986-01-22),Granted Patent,G01F1/44;;G01F1/44,G01F1/44,73/861.63;;73/706;;73/756
US2006-0162466A1,US,27/07/2006,2006,14/06/2005,WARGO CHRISTOPHER;;NIERMEYER J KARL;;SHYU JIEH-HWA;;BRODEUR CRAIG L;;BASSER WILLIAM,WARGO CHRISTOPHER;;NIERMEYER J KARL;;SHYU JIEH-HWA;;BRODEUR CRAIG L;;BASSER WILLIAM,,ENTEGRIS INC (2005-08-05);;MYKROLIS CORPORATION (2005-06-10);;INTRINSIX CORPORATION (2003-10-08),Patent Application,G01F1/363;;G01F1/44;;G01F1/50;;G05D7/0635;;G06N7/02;;G01F25/10;;G01F1/34;;G01P5/14;;G01F1/44;;G05D7/0635;;G01F1/50;;G06N7/02;;G01F1/363;;G01F25/10,G01F1/44;;G05D7/06;;G01P5/14,73/861.63
US2003-0127850A1,US,10/07/2003,2003,09/01/2002,BISCHOFF BRIAN;;GOOCH ROBERT,BISCHOFF BRIAN;;GOOCH ROBERT,,RED WING TECHNOLOGIES INC (2002-01-03),Patent Application,G01L19/0007;;G01L19/0007,G01L19/00,285/93
US2017-0292792A1,US,12/10/2017,2017,31/08/2015,JAPAN NEW ENERGY CO LTD,YOKOMINE TAKEHIKO;;SAKAMOTO HIDEO,,JAPAN NEW ENERGY CO. LTD (2017-02-02),Patent Application,F28D7/106;;F03G7/04;;F03G7/04;;F24T10/15;;F24T10/17;;F24T10/17;;F28D7/06;;F28D7/16;;Y02E10/10;;Y02E10/10,F28D7/10;;F28D7/06;;F28D7/16,
US4574875A,US,11/03/1986,1986,05/12/1983,GEO SYSTEMS INC,RAWLINGS JOHN P;;PARTIN JAMES R,,GEO-SYSTEMS INC. STILLWATER OK A CORP. OF OK (1983-11-08),Granted Patent,F28D20/0052;;F28D20/0052;;F24T10/17;;F24T10/17;;F28F2265/18;;F28F2265/18;;Y02E10/10;;Y02E10/10;;Y02E60/14;;Y02E60/14;;Y02E70/30;;Y02E70/30,F24J3/08;;F28D20/00,165/45;;165/142
US5095705A,US,17/03/1992,1992,12/04/1991,DALY OLIVER,DALY OLIVER,,,Granted Patent,F03G3/00;;F03G3/00;;F24T10/17;;F24T10/17;;Y02E10/10;;Y02E10/10,F03G3/00;;F03G4/00;;F03G7/04,60/641.2;;60/649;;60/398
US2010-0270003A1,US,28/10/2010,2010,05/03/2010,SARRIA ALBERTO,SARRIA ALBERTO,,"CLIMENT DE SARRIA, MARIA ISABEL, COLOMBIA (2015-07-14)",Patent Application,C02F1/048;;E03B3/40;;F24T10/17;;Y02A20/124;;Y02E10/10;;E03B3/40;;C02F1/048;;F24T10/17;;Y02A20/124;;Y02E10/10,F24J3/08,165/45
US2016-0011570A1,US,14/01/2016,2016,11/07/2014,ECOLAB USA INC,GILL JASBIR S;;RODMAN DAVID;;RAMANATHAN SRINIVASAN;;HUYNH TIN,,ECOLAB USA INC (2014-07-04),Patent Application,F03G7/04;;F03G7/04;;G05B13/02;;Y02E10/10;;Y02E10/10,G05B13/02;;F03G7/04,
US2013-0138408A1,US,30/05/2013,2013,18/10/2012,LEE SUNWOONG;;BAUMSTEIN ANATOLY,LEE SUNWOONG;;BAUMSTEIN ANATOLY,,,Patent Application,G06F17/16;;G06F17/16;;G06F17/16;;G01V1/28;;G01V1/28;;G01V1/282;;G01V1/282;;G01V1/50;;G01V2210/614;;G01V2210/614;;G01V2210/67;;G01V2210/67;;G01V2210/679;;G01V2210/679,G06F17/10,703/2
US2012-0181020A1,US,19/07/2012,2012,28/03/2012,BARRON ANDREW R;;SKALA ROBERT D;;COKER CHRISTOPHER E;;CHATTERJEE DILIP K;;XIE YUMING;;OXANE MATERIALS INC,BARRON ANDREW R;;SKALA ROBERT D;;COKER CHRISTOPHER E;;CHATTERJEE DILIP K;;XIE YUMING,,HALLIBURTON ENERGY SERVICES INC (2015-07-07),Patent Application,B01J13/02;;B01J13/02;;B82Y30/00;;B82Y30/00;;C09K8/80;;C09K8/80;;C04B35/62807;;C04B35/62807;;C04B35/62823;;C04B35/62823;;C04B35/62839;;C04B35/62839;;C04B35/62842;;C04B35/62842;;C04B35/62894;;C04B35/62894;;C04B2235/3418;;C04B2235/3418;;C04B2235/422;;C04B2235/422;;C04B2235/5288;;C04B2235/5288;;C09K8/805;;C09K8/805;;E21B43/00;;E21B43/00;;E21B43/267;;E21B43/267;;E21B47/00;;E21B47/00;;E21B47/12;;E21B47/12;;E21B49/00;;E21B49/00;;G01V3/24;;G01V3/24;;Y10S507/907;;Y10S507/907;;Y10S507/924;;Y10S507/924;;Y10T428/29;;Y10T428/29;;Y10T428/2991;;Y10T428/2991;;Y10T428/2993;;Y10T428/2993,E21B49/00;;C09K8/80,166/250.1;;507/270;;507/269;;507/219
US2014-0041862A1,US,13/02/2014,2014,29/07/2013,HALLIBURTON ENERGY SERV INC,ERSOZ HALUK VEFA,,HALLIBURTON ENERGY SERVICES INC (2013-07-26),Patent Application,E21B47/00;;E21B47/11;;E21B47/11;;E21B47/113;;E21B47/113;;E21B49/00;;E21B49/00;;G01V3/30;;G01V3/30;;G01V3/26;;G01V3/26,G01V3/30;;E21B47/00,166/250.1;;324/346
US2018-0210108A1,US,26/07/2018,2018,26/03/2018,CARBO CERAMICS INC;;SANDIA CORP,ALDRIDGE DAVID F;;BARTEL LEWIS,,NATIONAL TECHNOLOGY & ENGINEERING SOLUTIONS OF SANDIA LLC (2015-01-07);;CARBO CERAMICS INC (2015-04-22),Patent Application,G01V3/30;;G01V3/30;;G01V3/26;;G01V3/26;;G01V3/38;;G01V3/38;;G01V99/00;;G01V99/005,G01V3/30;;G01V3/26;;G01V3/38;;G01V99/00,
US2011-0272147A1,US,10/11/2011,2011,20/05/2011,BEASLEY CRAIG J;;BUSH IAIN,BEASLEY CRAIG J;;BUSH IAIN,,WESTERNGECO L.L.C (2011-06-21),Patent Application,E21B43/26;;E21B49/008;;E21B47/107;;E21B43/26;;E21B49/008;;E21B47/107;;E21B47/06,G01V1/40;;E21B47/12;;G01V3/26;;G01V3/30;;G06F19/00,166/250.1;;702/11;;702/7
US2013-0018585A1,US,17/01/2013,2013,04/06/2012,TECHNOIMAGING LLC;;ZHDANOV MICHAEL S;;WILSON GLENN A;;COX LEIF H,ZHDANOV MICHAEL S;;WILSON GLENN A;;COX LEIF H,,TECHNOIMAGING LLC (2012-05-03),Patent Application,G01S13/89;;G01S13/89;;G01V3/083;;G01V3/083;;G01V3/15;;G01V3/15;;G01V3/16;;G01V3/16,G06F19/00,702/2
US9927549B2,US,27/03/2018,2018,03/07/2014,CARBO CERAMICS INC;;SANDIA CORP,ALDRIDGE DAVID F;;BARTEL LEWIS C,,NATIONAL TECHNOLOGY & ENGINEERING SOLUTIONS OF SANDIA LLC (2015-01-07);;CARBO CERAMICS INC (2015-04-22),Granted Patent,G01V3/30;;G01V3/30;;G01V3/26;;G01V3/26;;G01V3/38;;G01V3/38;;G01V99/00;;G01V99/005,G01V3/30;;G01V3/26;;G01V3/38;;G01V99/00,
US9250351B2,US,02/02/2016,2016,08/01/2015,CARBO CERAMICS INC;;SANDIA CORP,ALDRIDGE DAVID F;;BARTEL LEWIS C,,NATIONAL TECHNOLOGY & ENGINEERING SOLUTIONS OF SANDIA LLC (2015-01-07);;CARBO CERAMICS INC (2015-04-22),Granted Patent,G01V3/30;;G01V3/30;;G01V3/26;;G01V3/26;;G01V3/38;;G01V3/38;;G01V99/00;;G01V99/005,G01V3/30;;G01V3/26;;G01V3/38;;G01V99/00,
US2010-0250207A1,US,30/09/2010,2010,01/12/2009,HALLIBURTON ENERGY SERV INC,RODNEY PAUL F,,,Patent Application,G01V1/48;;G01V1/48,G01V9/00;;G06G7/50;;G06F17/10;;G06F19/00,703/2;;703/10;;702/9
US5691701A,US,25/11/1997,1997,22/03/1994,SD LAB INC,WOHLSTEIN SCOTT D;;CIURCZAK EMIL W,,,Granted Patent,G01N21/3151,G01N21/31,340/603;;340/438;;250/573;;250/575;;356/70;;356/320;;356/436
US5936715A,US,10/08/1999,1999,29/01/1997,ART GROUP INC,SHAPANUS VINCENT F;;PHIPPS KEVIN J;;POSAVEC TOMISLAV,,A.R.T. GROUP INCORPORATED THE (1997-01-27),Granted Patent,G01N21/534;;G01N21/534;;G01N33/2841;;G01N33/2841,G01N21/53;;G01N33/28,356/70
US5311274A,US,10/05/1994,1994,11/05/1992,COLE JR CHARLES F,COLE JR CHARLES F,,,Granted Patent,G01N33/03;;G01N33/03;;G01N21/431;;G01N21/431,G01N21/43;;G01N33/03,356/133;;356/70;;356/128
US4201471A,US,06/05/1980,1980,11/08/1978,ITT,GREGORIG STEPHEN I N;;PITT GILLIES D,,VAF INSTRUMENTS B.V (1991-10-03),Granted Patent,G01N21/532;;G01N21/532;;G01N33/1833;;G01N33/1833,G01N21/53;;G01N33/18,356/70
US4781458A,US,01/11/1988,1988,30/11/1987,US ENERGY,ANGEL STANLEY M;;SHARMA SHIV K,,UNITED STATES OF AMERICA THE AS REPRESENTED BY THE DEPARTMENT OF ENERGY (1987-10-09);;ENERGY THE UNITED STATES OF AMERICA AS REPRESENTED BY THE DEPARTMENT OF (1988-03-30),Granted Patent,G01N21/658;;G01N21/8507;;G01N2021/6434;;G01N2021/656;;G01N21/658;;G01N2021/656;;G01N21/8507;;G01N2021/6434,G01N21/65;;G01N21/85,356/301
US5742064A,US,21/04/1998,1998,24/04/1996,INFANTE; DAVID A.,INFANTE DAVID A,,PLANTATION PIPE LINE COMPANY (1998-01-30),Granted Patent,G01N21/8507;;G01N21/8507;;G01N33/2823;;G01N33/2823;;G01N33/2835;;G01N33/2835,G01N21/85;;G01N33/28,250/458.1;;250/339.12;;250/459.1;;356/70
US2008-0236809A1,US,02/10/2008,2008,26/03/2008,J I LIVINGSTONE ENTPR INC,LIVINGSTONE JAMES I,,J. I. LIVINGSTONE ENTERPRISES LTD (2008-06-09),Patent Application,E21B43/2401;;E21B21/12;;H05B6/108;;H05B2214/03,E21B43/24,166/60;;175/61;;166/205
US2010-0147591A1,US,17/06/2010,2010,14/08/2009,POMERLEAU DANIEL GUY;;CORB KEITH KENNETH;;BUTLER STUART DWIGHT;;STAYSKO ROBERT T;;JOLLYMORE GREGG MACKAY,POMERLEAU DANIEL GUY;;CORB KEITH KENNETH;;BUTLER STUART DWIGHT;;STAYSKO ROBERT T;;JOLLYMORE GREGG MACKAY,,WEATHERFORD TECHNOLOGY HOLDINGS LLC (2015-07-30);;WEATHERFORD INTERNATIONAL INC AND WEATHERFORD CANADA PARTNERSHIP (2010-02-16);;WEATHERFORD/LAMB INC (2011-02-07);;SUNCOR ENERGY INC (2010-02-16);;LUBRIZOL OILFIELD SOLUTIONS INC (2015-06-01),Patent Application,E21B21/08;;E21B21/14;;E21B21/08;;E21B21/14;;C09K8/38;;E21B3/04;;E21B4/02;;E21B7/00;;E21B21/067;;E21B21/16,E21B7/04,175/61
US3968845A,US,13/07/1976,1976,06/03/1975,CHAFFIN JOHN D,CHAFFIN JOHN D,,,Granted Patent,E21B21/16;;E21B21/00;;E21B21/07;;E21B49/02,E21B21/00;;E21B21/07;;E21B21/16;;E21B49/02,175/60
US4515229A,US,07/05/1985,1985,10/06/1983,DRUMMOND DONALD D;;JOHNSEY WALTER F;;WOOD ROY W,DRUMMOND DONALD D;;JOHNSEY WALTER F;;WOOD ROY W,,NEW TECH ROCK BIT (1999-07-29);;DRUMCO PARTNERSHIP (1983-06-07),Granted Patent,E21B10/18;;E21B10/23;;E21B21/16;;E21B10/23;;E21B10/18;;E21B21/16,E21B10/18;;E21B10/23;;E21B10/24;;E21B21/16,175/337;;175/69
US2005-0103527A1,US,19/05/2005,2005,25/10/2004,CHURCH KRIS L.;;RIEL WILLIAM G.,CHURCH KRIS L;;RIEL WILLIAM G,,TORQUELOCK CORPORATION (2004-12-17);;AMERICAN AUGERS INC (2004-12-14);;U. S. STEEL TUBULAR PRODUCTS INC (2014-10-31),Patent Application,E21B7/068;;E21B7/068;;E21B17/003;;E21B17/003;;E21B17/18;;E21B17/18;;E21B17/203;;E21B17/203;;E21B17/206;;E21B17/206;;E21B47/06;;E21B47/06,E21B7/06;;E21B17/00;;E21B17/18;;E21B17/20;;E21B47/06,175/62;;175/172;;166/77.2
US4516633A,US,14/05/1985,1985,18/09/1981,SANTA FE INT CORP,RICHARDSON PAUL;;ALBERS DANIEL C;;WHITLEY DAVID A,,SANTA FE INTERNATIONAL CORPORATIO. A CORP. OF CA (1981-09-08),Granted Patent,E21B17/10;;E21B21/12;;E21B21/14,E21B17/10;;E21B21/12;;E21B21/14,166/69;;166/213;;166/215;;166/325;;166/339
US4299295A,US,10/11/1981,1981,08/02/1980,KERR MCGEE COAL CORP,GOSSARD AMZI,,,Granted Patent,E21B4/02;;E21B7/068;;E21B43/26;;E21B43/30;;E21F7/00;;E21B43/26;;E21B43/30;;E21B7/068;;E21B4/02;;E21F7/00,E21B4/02;;E21B7/06;;E21B7/08;;E21B43/26;;E21B43/30;;E21F7/00,175/45
US2004-0108110A1,US,10/06/2004,2004,29/07/2003,ZUPANICK JOSEPH A.,ZUPANICK JOSEPH A,,EFFECTIVE EXPLORATION LLC (2013-11-29);;VITRUVIAN EXPLORATION LLC (2009-09-30),Patent Application,B65G5/00;;B65G5/00;;E21B43/30;;E21B7/046;;E21B7/046;;E21B10/322;;E21B10/322;;E21B21/08;;E21B21/08;;E21B21/085;;E21B21/085;;E21B41/0035;;E21B41/0035;;E21B41/0057;;E21B41/0057;;E21B43/00;;E21B43/00;;E21B43/006;;E21B43/006;;E21B43/14;;E21B43/14;;E21B43/305;;E21B43/305;;E21B43/38;;E21B43/38;;E21B43/40;;E21B43/40;;E21B44/005;;E21B44/005;;E21B47/026;;E21B47/026;;E21B47/09;;E21B47/09;;E21F7/00;;E21F7/00;;G01V1/48;;G01V1/48,B65G5/00;;E21B7/04;;E21B10/32;;E21B21/08;;E21B41/00;;E21B43/00;;E21B43/14;;E21B43/30;;E21B43/38;;E21B43/40;;E21B44/00;;E21B47/026;;E21F7/00;;G01V1/48,166/245;;166/52;;166/369
US4474250A,US,02/10/1984,1984,16/07/1982,DARDICK DAVID,DARDICK DAVID,,,Granted Patent,E21B47/14;;E21B7/007;;E21B47/02;;E21B49/00;;G01V1/42,E21B7/00;;E21B47/02;;E21B47/14;;E21B49/00;;G01V1/42,175/1;;175/4.5;;175/45;;175/50
US2015-0300327A1,US,22/10/2015,2015,09/05/2012,HALLIBURTON ENERGY SERVICES INC,SWEATMAN RONALD E;;PITCHER JASON L;;WARPINSKI NORM R;;MACHALA MARK S;;SHAW JOEL D,,HALLIBURTON ENERGY SERVICES INC (2012-05-08),Patent Application,E21B43/25;;E21B43/26;;F03G7/04;;F03G7/04;;F24T10/20;;F24T10/20;;F24T2010/56;;Y02E10/10;;Y02E10/10,F03G7/04,
US2012-0312545A1,US,13/12/2012,2012,08/06/2012,SURYANARAYANA P V;;SACHDEVA PARVEEN;;CEYHAN ISMAIL;;RING GARY ALLEN;;BLADE ENERGY PARTNERS LTD,SURYANARAYANA P V;;SACHDEVA PARVEEN;;CEYHAN ISMAIL;;RING GARY ALLEN,,BLADE ENERGY PARTNERS LTD (2012-06-05),Patent Application,F24T10/10;;F24T10/10;;F24T10/30;;F24T10/30;;F24T2201/00;;G06F30/20;;Y02E10/10;;Y02E10/10,E21B36/00;;E21B33/12;;E21B43/00;;G06F17/11,166/369;;166/114;;166/57;;703/2
US5996709A,US,07/12/1999,1999,05/03/1998,WESTERN ATLAS INT INC,NORRIS MICHAEL W,,WESTERNGECO L.L.C (2001-09-14);;WESTERN ATLAS INTERNATIONAL INC (1998-03-04),Granted Patent,E21B7/007;;E21B7/007;;E21B7/16;;E21B7/16,E21B7/00;;E21B7/16,175/4.5;;175/2;;299/13
US2017-0130531A1,US,11/05/2017,2017,01/11/2016,HYPERSCIENCES INC,RUSSELL MARK C,,HYPERSCIENCES INC (2018-11-05),Patent Application,E21B7/007;;E21B7/007;;E21B7/16;;E21B7/18;;E21B17/18;;E21B17/18;;E21B33/14;;E21B33/14;;E21C37/005;;E21C37/005;;F41A1/02;;F41A1/02;;F41A1/04;;F41A1/04;;F42B12/06;;F42B12/06;;F42B12/74;;F42B12/74;;F42D3/04;;F42D3/04,E21B7/00;;E21C37/00;;F41A1/04,
US3633686A,US,11/01/1972,1972,29/04/1970,SUN OIL CO,BENNETT JOHN D,,SPERRY-SUN INC. 105 INDUSTRIAL RD.SUGAR LAND TX.77478 A CORP.OF DE (1981-03-12);;SPERRY-SUN INC. A CORP. OF DE (1981-03-12),Granted Patent,E21B7/007;;E21B7/007;;E21B7/065;;E21B7/065,E21B7/00;;E21B7/06;;E21B7/08,175/4.5;;175/4.51;;175/61
US4106574A,US,15/08/1978,1978,07/07/1977,US ENERGY,DOW JEROME P,,,Granted Patent,E21B7/007;;E21B7/007;;E21B43/116;;E21B43/116;;E21B43/17;;E21B43/17;;E21B43/247;;E21B43/247,E21B7/00;;E21B43/116;;E21B43/17;;E21B43/247,175/4.57
US9458670B2,US,04/10/2016,2016,11/05/2015,HYPERSCIENCES INC,RUSSELL MARK C,,HYPERSCIENCES INC (2016-08-01),Granted Patent,E21C37/04;;E21D9/106;;E21B7/007;;F41A1/02;;F41A1/04;;E21B7/007;;F41A1/02;;F41A1/04;;E21C37/04;;E21D9/106;;E21B7/00;;E21B10/26,F41A1/02;;E21B7/00;;F41A1/04,
US2018-0073301A1,US,15/03/2018,2018,07/09/2017,HYPERSCIENCES INC,RUSSELL MARK C;;ELDER TIMOTHY J;;ELBADAWY HOSSAM;;LASATER JEFFREY B;;HINKEY JOHN BENJAMIN,,HYPERSCIENCES INC (2018-11-06),Patent Application,E21B7/16;;E21B4/02;;E21B7/007;;E21B7/067;;E21B7/16;;E21B47/07;;E21B4/02;;E21B7/007;;E21B7/067;;E21B44/00;;E21B47/00;;E21B47/06,E21B7/00;;E21B7/06;;E21B44/00;;E21B47/00;;E21B47/06,
US9500419B2,US,22/11/2016,2016,15/03/2013,HYPERSCIENCES INC,RUSSELL MARK C,,HYPERSCIENCES INC (2014-10-17),Granted Patent,E21B7/00;;E21B7/007;;E21B7/007;;E21C37/005;;E21C37/005;;F41A1/02;;F41A1/02;;F41A1/04;;F41A1/04;;Y10T83/0524;;Y10T83/0524,E21B7/00;;F41A1/02;;F41A1/04,
US4997047A,US,05/03/1991,1991,09/03/1990,SCHROEDER JON M,SCHROEDER JON M,,LONG JOSEPH F. (50%) (1990-02-26);;TRYPORT INTERNATIONAL GMBH (1997-07-06),Granted Patent,E21B7/00;;E21B7/00;;E21B7/26;;E21B7/26,E21B7/00;;E21B7/26,175/4.5;;175/4.57;;175/19;;175/62;;175/162
US2018-0187542A1,US,05/07/2018,2018,04/07/2016,SCHLUMBERGER TECHNOLOGY CORP,SAYED ALI YAWAR;;LE CALVEZ JOEL HERVE,,SCHLUMBERGER TECHNOLOGY CORPORATION (2016-09-15),Patent Application,E21B47/0224;;E21B7/04;;E21B7/04;;E21B47/095;;E21B47/095;;E21B47/18;;E21B49/00;;G01V1/168;;G01V1/184;;G01V1/184;;G01V1/42;;G01V1/42;;G01V1/50;;G01V1/50;;G01V1/52;;G01V1/52;;G01V2200/16;;G01V2200/16;;G01V2210/121;;G01V2210/121;;G01V2210/1293;;G01V2210/1293;;G01V2210/1295;;G01V2210/1295;;G01V2210/1429;;G01V2210/1429,E21B47/022;;E21B49/00;;G01V1/16,
US4004642A,US,25/01/1977,1977,08/12/1975,DARDICK DAVID,DARDICK DAVID,,TROUND INTERNATIONAL INC (1980-11-19),Granted Patent,E21B4/02;;E21B4/02;;E21B4/00;;E21B4/00;;E21B7/007;;E21B7/007,E21B4/00;;E21B4/02;;E21B7/00,175/4.5
US4582147A,US,15/04/1986,1986,16/07/1982,TROUND INTERNATIONAL INC,DARDICK DAVID,,,Granted Patent,E21B7/06;;E21B7/007;;E21B47/022,E21B7/00;;E21B7/06;;E21B7/08;;E21B47/022,175/1;;175/4.5;;175/45;;175/61
US3979724A,US,07/09/1976,1976,03/06/1974,SILVERMAN DANIEL;;BAILEY JOHN R,SILVERMAN DANIEL;;BAILEY JOHN R,,"HYPOBIT DRILLING, INCORPORATED, TULSA, OK A CORP.O (1982-08-18);;SILVERMAN, RICHARD,MISSOURI (1988-01-14);;SILVERMAN, RICHARD, 14 HILLVALE DRIVE, ST. LOUIS, (1988-01-14)",Granted Patent,E21B47/02;;G01V1/42;;E21B47/02;;G01V1/42,E21B47/02;;G01V1/42,340 155 BH
US2544573A,US,06/03/1951,1951,29/01/1946,STANOLIND OIL & GAS CO,PRICE VINCENT RENIC,,,Granted Patent,E21B7/007;;E21B7/007,E21B7/00,
US2010-0284250A1,US,11/11/2010,2010,02/08/2010,HALLIBURTON ENERGY SERV INC,CORNISH BRUCE E;;BITTAR MICHAEL S,,HALLIBURTON ENERGY SERVICES INC (2008-01-22),Patent Application,E21B44/005;;E21B44/005;;E21B47/0224;;E21B47/0224,G01S3/80,367/124
US2016-0356087A1,US,08/12/2016,2016,21/04/2016,HYPERSCIENCES INC,RUSSELL MARK C;;ELDER TIMOTHY JOHN;;WOLFF JONATHAN M,,HYPERSCIENCES INC (2016-08-11),Patent Application,E21B7/007;;E21B7/007;;E21B7/061;;E21B7/28;;E21B11/02;;E21B49/04;;E21B49/04;;F41A1/02;;F41A1/02;;F41A1/04;;F41A1/04;;F42D3/04,E21B7/00;;E21B7/06;;E21B7/28;;E21B11/02;;F42D3/04,
US8104568B2,US,31/01/2012,2012,14/09/2009,LUCHINI CHRIS;;MORLEY RICHARD,LUCHINI CHRIS;;MORLEY RICHARD,,LUCHINI CHRIS (2009-09-04),Granted Patent,G01V1/147;;G01V1/147,G01V1/40,181/106;;181/113;;181/116;;181/117;;89/198
US4030557A,US,21/06/1977,1977,03/05/1976,US ENERGY,ALVIS ROBERT L;;NEWSOM MELVIN M,,,Granted Patent,E21B7/007;;E21B10/14;;E21B10/18,E21B7/00;;E21B10/14;;E21B10/18,175/4.5
US2018-0017691A1,US,18/01/2018,2018,13/07/2017,FRACGEO LLC,DIRKSEN RONALD;;OUENES AHMED,,RIGMINDER OPERATING LLC (2019-02-06);;FRACGEO LLC (2017-07-12),Patent Application,E21B7/04;;E21B7/04;;E21B47/0224;;E21B47/024;;E21B47/024;;G01V1/282;;G01V1/301;;G01V1/301;;G01V1/306;;G01V1/306;;G01V1/50;;G01V1/50;;G01V11/00;;G01V11/00;;G01V2210/616;;G01V2210/616;;G01V2210/62;;G01V2210/62;;G01V2210/6242;;G01V2210/6242;;G01V2210/6248;;G01V2210/6248;;G01V2210/64;;G01V2210/64;;G01V2210/66;;G01V2210/66;;G06F17/10,G01V1/28;;E21B47/022;;G01V1/30;;G01V1/50;;G06F17/10,
US2012-0174581A1,US,12/07/2012,2012,06/01/2011,VAUGHAN SUSANNE F;;DAHLHEIM MARY ROBIN,VAUGHAN SUSANNE F;;DAHLHEIM MARY ROBIN,,,Patent Application,Y02E20/14;;F24T10/10;;Y10T29/49002;;F24T2010/56;;F24T10/30;;Y02E10/10;;F24T2010/53;;Y10T29/49002;;F24T10/10;;Y02E20/14;;Y02E10/10;;Y02E50/10;;F24T10/30,H01L37/04;;F03G7/00;;H01S4/00;;H02P9/04,60/641.2;;29/592.1;;310/306;;X290 40  C
US2010-0180593A1,US,22/07/2010,2010,21/01/2009,ENVIRONMENTAL POWER ASSOCIATES,SCHALLER RICHARD;;EIHUSSEINI ALI,,,Patent Application,F03G7/04;;Y02E10/10,F03G7/00,60/641.2
US2015-0159478A1,US,11/06/2015,2015,09/12/2013,GEORGI DANIEL T;;CSUTAK SEBASTIAN;;BAKER HUGHES INC,GEORGI DANIEL T;;CSUTAK SEBASTIAN,,BAKER HUGHES INCORPORATED (2013-12-13),Patent Application,E21B7/046;;E21B47/0224;;E21B47/0224;;E21B7/046;;E21B47/0224,E21B47/022;;E21B47/18,
US2014-0133519A1,US,15/05/2014,2014,13/11/2013,BRAUN INTERTEC GEOTHERMAL LLC,FREITAG SCOTT,,BRAUN INTERTEC GEOTHERMAL LLC (2013-03-01),Patent Application,F24T10/10;;F24T2010/56;;F24T2201/00;;Y02E10/10;;G01K1/16;;F24T2201/00;;F24T10/10;;F24T2010/56;;Y02E10/10,G01K1/16,374/165
