PatentNo,Jurisdiction,PublicationDate,PublicationYear,ApplicationDate,Applicants,Inventors,Owners_updated,Owners,DocumentType
CN108049911A,CN,5/18/2018,2018,11/23/2017,UNIV XIAN SCI & TECHNOLOGY,WANG MEI;;LIU LANG;;ZHANG XIAOYAN;;CHEN LIU;;ZHANG BO;;JI CHANGFA;;SUN WEIBO;;QIN XUEBIN;;WANG PAI;;QIU HUAFU;;WANG YAN;;WANG SHIQI;;FANG ZHIYU;;XIN JIE;;ZHU CHAO,,CHEN ZHI;;LUO ZHENYUAN;;XIAO HENGLIN;;YANG JUNBING;;MA QIANG;;LI WENTAO;;LI LIHUA;;LIAN XINGWEI;;HAI DI;;LI BOYANG,Patent Application
CN205364119U,CN,07/06/2016,2016,1/21/2016,HUZHOU NANXUN SHUANGLIN ZHENSEN WOOD PROCESSING FACTORY,YU JINGEN,,JINLU WANG;;ZHIQING LIU;;HAILUN LIU;;JIANFU LIU;;HUAIZHI GAO;;ZHI YUAN,Granted Patent
CN105553387A,CN,05/04/2016,2016,2/19/2016,SUN XIAO,SUN XIAO,,SUN XIAO,Patent Application
CN205080454U,CN,03/09/2016,2016,09/10/2015,ANHUI CHUNSHENG AGRICULTURAL TECH CO LTD,WANG SHANGZHONG;;LI KUIYUAN;;ZHAN LINGLING;;DONG XUEGUI;;WANG PENG;;LIU JINMIN,,SUN XIAO,Granted Patent
CN202947198U,CN,5/22/2013,2013,12/06/2012,CHENG XIANJUN,CHENG XIANJUN,,SUN XIAO,Granted Patent
CN105703693A,CN,6/22/2016,2016,2/24/2016,SUN XIAO,SUN XIAO,,BAI FENFEI;;DU YAN;;MIAO XIAOLONG;;YU BO;;ZHOU KANG;;ZHOU LINDAN;;QI BAOLIANG,Patent Application
CN103984989A,CN,8/13/2014,2014,05/08/2014,UNIV CHINA PETROLEUM,XIAO WENSHENG;;WANG HONGYAN;;WU LEI;;XU CONGCONG;;TIAN XUE;;GU XIANGYU;;WEI KEKE,,PENG YE;;GUAN SHUWEI;;ZHANG DONG;;WANG MINGRUI;;YU JIANBIN;;CHEN XI;;TIAN JINGYAN;;WANG WEITAO;;XU YUCHAO;;ZHANG KUN;;SUN JUN,Patent Application
CN105447292A,CN,3/30/2016,2016,8/19/2014,CHINA PETROLEUM & CHEM CORP;;SINOPEC EXPLORATION & PRODUCTION RES INST,YAN XIANGBIN;;LI NA;;GAO SHANLIN;;CAI LIXUE;;MA XIAOJUAN;;YANG SHUANG;;XU ZHONGMEI;;LI ZHIHAO,,SHEVCHENKO ALEKSANDR KONSTANTINOVICH,Patent Application
CN106244124A,CN,12/21/2016,2016,7/29/2016,CNPC BOHAI DRILLING ENG CO LTD,QI BEN;;FU JIAWEN;;SUN QINLIANG;;LIU WENMING;;YU QIANQIAN;;DU BIN;;GAO XUEQING;;LIN ZHIHUI,,WAN YING,Patent Application
RU2490438C1,RU,8/20/2013,2013,01/11/2012,SHEVCHENKO ALEKSANDR KONSTANTINOVICH,SHEVCHENKO ALEKSANDR KONSTANTINOVICH,,MECHKOV NEDELCHO G,Granted Patent
CN202853827U,CN,04/03/2013,2013,10/19/2012,XUZHOU WUYANG TECHNOLOGY CO,CAI MIN,,SUN DAQIAN,Granted Patent
CN200979076Y,CN,11/21/2007,2007,08/04/2006,TIANJIN AT PHOTONICS INC,DONG SUSHAN GUO,,ZHANG ENHUI;;WANG CHENNING;;JIN HUAMING;;TAN XIN;;REN XUEPING;;WANG XIAOMIN,Granted Patent
CN106092225A,CN,11/09/2016,2016,5/26/2016,GRADUATE SCHOOL SHENZHEN TSINGHUA UNIV;;SHENZHEN LIANHENGXING TECH CO LTD,LI YI,,XIANLIN WU;;GUOLIANG WANG;;DEDONG WANG;;MING HUANG;;XIAOFEI SUN,Patent Application
CN109484123A,CN,3/19/2019,2019,09/07/2018,SHAANXI CHINA AERO IND GAS SPRING CO LTD,ZHANG XIAODONG;;HAN DEYUAN;;HUANG LONGFEI;;LEI DAN,,LIU BING;;HE DONGRONG;;LI MING,Patent Application
CN201622258U,CN,11/03/2010,2010,3/19/2010,PETROCHINA CO LTD;;CNPC SAFETY ENVIRONMENTAL PROT TECHNOLOGY RES INST,YILONG CHEN;;WEIDONG DU;;YAFEI ZHANG;;JUFENG LI;;YUZHONG LI;;XIUZHEN LI;;ZHIHE DONG,,QIU SHIAN;;YOU XIAOQUAN;;LEI HAIBO;;WANG PING,Granted Patent
CN201569163U,CN,09/01/2010,2010,11/10/2009,DONGGUAN CHON TOP ENERGY SAVING TECHNOLOGY CO LTD,YAOQUAN LIANG,,MO SHANGYI,Granted Patent
CN201632198U,CN,11/17/2010,2010,12/23/2009,ZHENGZHOU WINSEN ELECTRONICS TECHNOLOGY CO LTD,XIAOSHUI ZHANG;;MINGFENG QI;;KECHUANG ZHONG;;SHENGGUO GAO;;HONGXIA LIU,,TAN DONGJIE;;MA YUNBIN;;ZHOU YAN;;SONG NING;;XU BIN;;WANG YUQIN;;YU DONGLIANG;;FENG YI,Granted Patent
CN108128113A,CN,06/08/2018,2018,12/12/2017,CHANGAN UNIV,SUO XUEFENG;;WEI XIAOYU;;WANG HAOJIE,,DENG WENDONG;;YU DONG;;WANG YAMIN;;LYU ZHUOLIN;;LIU WEI;;WANG DONGDONG;;WANG YAQIONG;;ZHANG HAIFENG;;REN TIECHENG;;YE MAO,Patent Application
CN110646209A,CN,01/03/2020,2020,9/25/2019,FAW JIEFANG AUTOMOTIVE CO,MA WENJU;;LIU GUOLI;;HAN JUNNAN;;WANG FENG;;CHEN RUIPING;;LI YANG,,ZHANG HONGKUI;;ZHU YING;;LI GUOXIANG;;ZHOU YING;;GOU WUHOU,Patent Application
CN103924961A,CN,7/16/2014,2014,03/04/2014,XU SHUCHEN,WU GUANGHUAN;;XU SHUCHEN;;ZHANG BAOWEI;;XU ZEMING,,NIE LIUYUE;;TANG JIANZHONG,Patent Application
CN206221980U,CN,06/06/2017,2017,11/30/2016,HUABEI OIL COMMUNICATION CO;;BEIJING HUATONG XINLIAN TECH CO LTD,DENG WENDONG;;YU DONG;;WANG YAMIN;;LYU ZHUOLIN;;LIU WEI;;WANG DONGDONG;;WANG YAQIONG;;ZHANG HAIFENG;;REN TIECHENG;;YE MAO,,WU QIAN;;YIN XIAODONG;;LIU JIA;;XU JUNHU,Granted Patent
CN203312019U,CN,11/27/2013,2013,5/13/2013,NINGBO QIXIN ELECTRICAL TECHNOLOGY CO LTD,LIN HUABIN,,LI GUOZHENG;;XIAO LIANG;;LIU SHUQI,Granted Patent
CN204493160U,CN,7/22/2015,2015,3/25/2015,XIAMEN NENGKONG AUTOMATION TECHNOLOGY CO LTD,WANG YANGQING,,XU JIANXIN;;HU YI;;XUE ZHENGHAO;;WU WENQING;;TAO HUACHEN;;XU JUNHU;;LIU JIA;;ZHOU LEI;;YUAN JUNWEI;;XU DONGCHENG,Granted Patent
CN204150507U,CN,02/11/2015,2015,05/05/2014,UNIV CHENGDU TECH,YOU XIAOQUAN;;QIU SHIAN;;LEI HAIBO;;WANG PING,,QI HE;;FANGFEI CHEN,Granted Patent
CN103926299A,CN,7/16/2014,2014,01/11/2013,SHENZHEN ASENSOR SENSING TECHNOLOGY CO LTD,ZHAO LI,,LI XIUXUE;;ZHANG JINGGUANG;;QIN FANG;;QI XIAOBO;;ZHOU MIAN,Patent Application
CN205280311U,CN,06/01/2016,2016,01/11/2016,LASER RES INST OF SHANDONG ACAD OF SCIENCES,WANG JIQIANG;;ZHAO LIN;;LIU TONGYU;;LI ZHEN;;LIU YUAN,,WANG JIANGLONG;;YANG ZHIGANG;;SANG YU;;SUN PING;;JIANG YUNFANG;;CHEN XIAODONG;;DU GUODONG,Granted Patent
CN1072499A,CN,5/26/1993,1993,11/16/1991,XINKAI PILOT PLANT BEIJING XIC,XING SHI,,XU KUNPENG;;WANG RUI;;WU XINGBIN,Patent Application
CN204957462U,CN,1/13/2016,2016,9/16/2015,SICHUAN PENGXU TECH CO LTD,DAI PENGLING,,ZHANG JING;;XUE LENG;;RONG HUI;;XIAO ZHIBIN;;YANG XIAODUO;;FAN HONGBO;;TANG SHOUGUO;;CUI YI;;ZHANG GUO;;WANG JIANPING,Granted Patent
CN207881768U,CN,9/18/2018,2018,1/18/2018,BEIJING RUISAI CHANG CHENG AERONAUTICAL M & C TECH CO LTD;;CHINA AVIATION INDUSTRY CORPORATION BEIJING RESEARCH INSTITUTE OF MEASUREMENT & CONTROL TECH;;AVIC INTELLIGENT MEASUREMENT CO LTD,LI XIUXUE;;ZHANG JINGGUANG;;QIN FANG;;QI XIAOBO;;ZHOU MIAN,,WU DUO;;LI KAI,Granted Patent
CN102943652A,CN,2/27/2013,2013,11/23/2012,TIANJIN ZHENGBEN AUTOMATIC CONTROL SYSTEM CO LTD,SHEN SUIZHANG,,ZHAO JIE;;XIAO HAITAO;;ZHOU ZHIPENG;;LIANG KAI;;DONG JIMIN;;HE CHANGGEN;;LIANG SHANGUANG;;WANG JINLAI;;HE LUXIN;;WANG YING,Patent Application
CN103559992A,CN,02/05/2014,2014,10/22/2013,STATE GRID CORP CHINA;;WEN COUNTY POWER SUPPLY CO LTD,XUE YANBO;;WANG BANGZHONG;;ZHI CHENGBO;;CUI ZHANQI;;CUI YONGQIANG,,FENG YUE;;LIU YI;;MIAO XIANGJIN;;TIAN YE;;XU SONG;;YIN CHENGCHEN;;YANG LI;;ZHU RONGHUA;;XIAO KEWEI;;JI XINGFU;;YANG YUAN,Patent Application
CN102139613A,CN,08/03/2011,2011,2/15/2011,UNIV BEIJING SCIENCE & TECH,JUE YANG;;XIAXU HUANG;;WENMING ZHANG;;JUNFENG ZHAO;;YANHUA SHEN;;YAODONG YANG;;CHUN JIN,,SHENGFU HUANG,Patent Application
CN205078262U,CN,03/09/2016,2016,10/15/2015,SHAANXI HUIFENGYUE PETROLEUM TECH DEV CO LTD,HANG JIANCHUN;;HU XIAOHUI;;CHEN HONGSHENG;;MA XIN;;ZHANG ZEZHOU;;ZHAO KE,,ZHENG ZHI,Granted Patent
CN205208020U,CN,05/04/2016,2016,12/29/2015,JIANG YONG,JIANG YONG,,GE SHENGJIE;;ZHAO SEN;;LIANG ZHEN;;ZHANG KEYU,Granted Patent
CN206877122U,CN,01/12/2018,2018,6/23/2017,ZERO POINT INNOVATION TECH CO LTD,ZHAO JIE;;XIAO HAITAO;;ZHOU ZHIPENG;;LIANG KAI;;DONG JIMIN;;HE CHANGGEN;;LIANG SHANGUANG;;WANG JINLAI;;HE LUXIN;;WANG YING,,LIU YANG;;ZHAI CHANGHUI;;ZHU GUIXIANG,Granted Patent
CN204101293U,CN,1/14/2015,2015,7/29/2014,NINGBO JILILUOYOU ENGINE COMPONENTS CO LTD;;ZHEJIANG GEELY LUOYOU ENGINE;;JI NAN GEELY AUTO PARTS CO LTD;;HUNAN LUOYOU ENGINE PARTS CO;;SHANDONG JILI TRANSMISSION CO LTD;;NINGBO SHANGZHONGXIA AUTOMATIC TRANSMISSION CO LTD;;HUNAN JISHENG INT POWER TRANSMISSION SYSTEM CO LTD;;ZHEJIANG GEELY HOLODING GROUP,HU YONGHUA;;LIANG BAOKU;;WANG JIWEI;;ZHANG YIQUAN;;WANG RUIPING,,CHEN JIGE;;XIE JIANHUA;;YE JUNJIE,Granted Patent
CN204789326U,CN,11/18/2015,2015,7/15/2015,WUHAN GANWEI TECHNOLOGY CO LTD,ZHANG JUNLONG;;LI YOUJIAN;;SHE MINGJUN;;ZHENG CHANGJUN;;HE GANG,,WEI XIAOHUI;;AN BANGYU;;GAN YU;;LIU CHENGLONG,Granted Patent
CN101333925A,CN,12/31/2008,2008,5/23/2008,ANTON OIL SERVICES GROUP CO LTD,GANG TIAN;;ZHIHU BU;;ZONGYI WU,,ZHANG YILIN;;GUAN XIANGZHI;;XIANG ZHONGCHAO;;XIONG CHANGZHENG,Patent Application
CN205788610U,CN,12/07/2016,2016,6/15/2016,UNIV HUAQIAO,DU JIANHUA;;HUANGFU CHENXIN;;HE JIANXING;;HUANG QINGQING;;WANG QIANQIAN;;DUAN WENHUAN,,GUO WEIXIN;;HUANG BISONG,Granted Patent
CN103272401A,CN,09/04/2013,2013,06/06/2013,UNIV NANJING,ZHOU HAOLI;;JIN WANQIN;;XING WEIHONG,,CHANGCUI HU;;MINGYOU ZHANG;;CHUAN HUANG;;QIN ZHANG;;ENPENG HE,Patent Application
CN203359965U,CN,12/25/2013,2013,6/19/2013,LIANYUNGANG CITY TOP TECHNOLOGY DEV CO LTD,LIU CHENGQIANG;;WANG GUOCAI;;SUN XUEHUA,,LIANG GANG;;HAN SHUMING;;ZHAO YONGLING;;LENG XUDONG;;XIAO HUA;;MA YUHONG,Granted Patent
CN201310351Y,CN,9/16/2009,2009,12/24/2008,CNPC CHUANQING DRILLING ENGINE,HU SUN;;ZHENHUI LIU;;PING XIE;;FUQUAN XIAO;;XIN CAO;;GAOXIAN CAI;;XIAOBAO YU,,BIN YANG;;JINGQUAN LI;;QUAN SU;;JIANDONG SU;;GUIDONG ZHU;;LIHUA SHI;;XU ZHANG;;KANPING CHEN,Granted Patent
CN205580988U,CN,9/14/2016,2016,4/13/2016,BEIJING HANGXING NETWORKING CO LTD,ZHANG YANG;;HU XINYUE;;LIU XIAOFEI;;LIU KAI;;XU ZAIXIAN,,GUO JIHONG;;SHANG XUN;;DOU JIANDU,Granted Patent
CN204212986U,CN,3/18/2015,2015,11/10/2014,QUZHOU COLLEGE TECHNOLOGY,ZHU HUIYI;;LIU WENJUN;;WU SHAOLONG,,MENG QINGYI,Granted Patent
CN111257163A,CN,06/09/2020,2020,2/28/2020,UNIV NANJING AERONAUTICS & ASTRONAUTICS,WEI XIAOHUI;;AN BANGYU;;GAN YU;;LIU CHENGLONG,,LU JIUQING;;WANG LIANGGUI;;LU JIAJUN;;WANG HONGCHUN;;DING YONGBIN;;ZHU FENG;;ZHOU QI;;WANG BINCHEN;;HE YU;;KOU XIAODONG,Patent Application
CN103670599A,CN,3/26/2014,2014,12/05/2013,DALIAN LOCOMOTIVE & ROLLING ST,LIANG GANG;;HAN SHUMING;;ZHAO YONGLING;;LENG XUDONG;;XIAO HUA;;MA YUHONG,,MIKHAILOVICH BARTENEV ANDREY;;KRASSIMEROV DANOV VLADIMIR;;BERND GROMOLL;;ALEXANDROVICH POLIKHOV STEPAN;;MIKHAILOVICH SVIRIDOV EVGENY,Patent Application
CN203350248U,CN,12/18/2013,2013,6/21/2013,BAODING HUASHENG INTELLIGENT TECHNOLOGY DEV CO LTD,WANG JINPENG,"BAODING TIANTENG ELECTRICAL CO., LTD. (2014-09-28)",YANG LIANGLIANG,Granted Patent
CN103090780A,CN,05/08/2013,2013,01/11/2013,UNIV SHANDONG SCIENCE & TECH,SHI YONGKUI;;REN YI;;QI MINHUA;;HAO JIAN;;LIN HUILI;;BIAN PINGYONG,,YIN XUELIN,Patent Application
CN103708400A,CN,04/09/2014,2014,12/06/2013,COMMANDING AUTOMATION TECH R & D AND APPLIC CT THE FOURTH ACADEMY CASIC,ZHANG JINGSONG;;LIU YANG;;WEI XIAOLONG,,SHAO LIYANG,Patent Application
CN206032279U,CN,3/22/2017,2017,8/30/2016,MEISHAN MAKEONLINE CROP CO LTD,GUO JIHONG;;SHANG XUN;;DOU JIANDU,,WANG BAOLU;;SUN JUNFENG;;AN LIANYOU;;LI WENSHAO;;QIN JIANXING;;ZHU RONGZHUANG;;LI CHANGLONG;;CHEN FUSHUN;;XIONG JUNZHEN;;HUANG YANGAN,Granted Patent
CN201024530Y,CN,2/20/2008,2008,4/16/2007,BEIJING XIJIE CLEAN SERVICE CT,JIQUAN DONG;;RONGLIANG DU,,JIAQING CHEN;;BAOSHENG ZHANG;;LING ZHU,Granted Patent
CN209619281U,CN,11/12/2019,2019,3/22/2019,NANJING COSMOS AUTOMATIC CONTROL TECH CO LTD,JI YONGLIANG;;LI WEILI;;SHAO XINTIAN,,LIU JUN;;LIU YIFENG,Granted Patent
CN206095440U,CN,04/12/2017,2017,8/23/2016,SINOCHEM XINGZHONG OIL STAGING (ZHOUSHAN) CO LTD,SHEN PEILU;;JIN HUAYUE;;HU JIE;;WANG XIN;;HONG LEI,,YU DONG;;LYU ZHUOLIN;;SUN QIAN;;NI ZIQIANG;;YANG LANLAN;;GUO FANG;;WANG XIAOMING;;WANG JUNQIANG;;ZHANG ZHIPENG;;XIE XIAOLING;;CHEN YUEMEI,Granted Patent
CN201342313Y,CN,11/11/2009,2009,10/28/2008,BEIJING INST PETROCHEM TECH,JIAQING CHEN;;BAOSHENG ZHANG;;LING ZHU,,WANG HONGYI;;SUN ZHONGHUA,Granted Patent
CN103792331A,CN,5/14/2014,2014,10/30/2012,CHINA PETROLEUM & CHEMICAL,ZHANG WEIHUA;;ZHANG JIANZHONG;;HAN QINGLIN;;LANG XUQING;;LI JIANXIANG;;ZHOU JINGUANG,,DONG JIAN;;JIANG YUDONG;;MA GUOQING;;LI SHOUCAI;;MEI YOUREN;;YUAN HAO,Patent Application
CN103498654A,CN,01/08/2014,2014,10/11/2013,LI LANRU,LI LANRU,,ZHANG YECHUAN;;LENG WENJUN;;ZHAO JUNTAO;;SHI HONGQI;;WANG SHIZHONG;;WANG XIAO,Patent Application
CN1862261A,CN,11/15/2006,2006,6/15/2006,WANG DONGSHENG,WANG DONGSHENG WANG,,YAO BEIYING;;CHEN JIAN;;YUAN YUMING;;GONG HAIJUN;;PAN AN,Patent Application
CN108414385A,CN,8/17/2018,2018,1/19/2018,UNIV CHINA PETROLEUM EAST CHINA,GONG HOUJIAN;;ZHU CHAOFAN;;SHANG SHENGXIANG;;ZOU HONGJUN;;LI YAJUN;;DONG MINGZHE;;SU YULIANG;;XU LONG;;ZHAI WENWEN;;LI ZIJIN,,HOU JINXIU;;JI JINLAN;;ZHI CUIMEI;;JING XIAOXIA,Patent Application
CN204369816U,CN,06/03/2015,2015,01/06/2015,XINJIANG HANZE KEBEN ENERGY CO LTD,SHEN MINGHUA;;CHEN BIWEI,,HUANG YI;;ZHU YESEN;;XU YUNZE;;WANG XIAONA,Granted Patent
CN204962304U,CN,1/13/2016,2016,9/17/2015,CHENGDU QIANYI INFORMATION TECH CO LTD,MO SHANGYI,,BAO XIANGDONG;;ZHANG FU;;YE SHUANGCHAO,Granted Patent
CN206973283U,CN,02/06/2018,2018,04/01/2017,LIAOHE PETROLEUM EXPLORATION,SUN HONG;;NIU CHAOGE;;WANG YUFEN;;HUANG SHUXIN;;SUN LU;;LI PENG;;YANG MINGLI;;GUO JINGLI;;SONG CHANGLONG;;ZHANG JIAN;;WU ZHONGJIANG;;WU QIANG;;ZHAO DEHAI;;DU HENG;;GE DONGYING;;TONG HAIBIN;;ZHENG HONGWEI;;ZHANG QINGYUAN,,WU JINQING;;CHENG DAWEI;;WANG SHUJIAN;;CHEN SHAN,Granted Patent
CN2602346Y,CN,02/04/2004,2004,1/20/2003,SOUTHWEST PETROLEUM INST,CHEN YIJIAN;;YOU LIJUN;;ZHANG HAO,,ZHANG WEI;;ZHAO MIN;;DAI WENJUAN;;NIU KUN,Granted Patent
CN201993321U,CN,9/28/2011,2011,12/20/2010,TECH OILFIELD TECHNOLOGY DEV CO LTD E;;UNIV NANKAI,XIN HU;;SHUZHONG YUAN;;BO LIU,,SUN JIANHUA;;SANG CHENYANG,Granted Patent
CN202708602U,CN,1/30/2013,2013,8/18/2012,OFFSHORE OIL ENGINEERING TECHNOLOGY TESTING CT OF SHENGLI PETROLEUM MAN BUREAU OF SINOPEC GROUP,NIE BINGLIN;;JIANG ZIAN;;LI XIAOLONG;;LI JINGBO;;MOU JIANRONG;;ZHANG LEMIN;;CHEN WENJUAN;;LIU SHURONG;;LI QIANG;;LIU GUIYUAN;;ZHANG CHANGCHAO,,DAI PENGLING,Granted Patent
CN206832418U,CN,01/02/2018,2018,4/27/2017,WANG JIONG,WANG JIONG,,YOULIANG ZHU;;FENG LING,Granted Patent
CN108071364A,CN,5/25/2018,2018,11/12/2016,XIAO WEIRAN,LI LIJUN;;BAI PENG;;HAO DAYONG;;YU JUNLU;;ZHANG AIMIN;;XIAO WEIRAN;;SHEN SHUYI,,KONG XIANGYU;;FU PEIXI;;LI WENXIA,Patent Application
CN102580357A,CN,7/18/2012,2012,01/01/2012,BAICHENG POWER SUPPLY CO JILIN ELECTRIC POWER CO LTD,HAO YAN;;JIUXING KANG;;CANYU ZHANG;;WEN ZHENG;;YI ZHANG,NORTHEAST ELECTRIC POWER UNIVERSITY (2013-08-23);;JILIN PROVINCE ELECTRIC POWER COMPANY BAICHENG POW (2013-08-23),MO SHANGYI,Patent Application
CN103196424A,CN,07/10/2013,2013,4/25/2013,UNIV NORTHEAST PETROLEUM,HAN LIANFU;;FU CHANGFENG;;GAO YUFEI;;LU ZHAOHONG;;LIU CHAO;;ZHAO DONGYAN,,WANG XIUHAI;;WU LIANG;;JIA ZHIHUI;;HU CHENG;;TANG JIN;;YANG SURONG,Patent Application
CN109049049A,CN,12/21/2018,2018,08/11/2018,NUOBEITE AIR CONDITIONING YANCHENG CO LTD,SUN JIANHUA;;SANG CHENYANG,,ZHANG ZENGYU,Patent Application
CN201739148U,CN,02/09/2011,2011,10/15/2009,UNIV ZHEJIANG TECHNOLOGY,WANLIANG WANG;;JIANWEI ZHENG;;YIBO JIANG;;WEIJIE CHEN;;ZHENYU WANG;;XINWEI YAO;;YANWEI ZHAO,,LI RUI;;CHEN PENGCHAO;;ZHAO XIAOMING;;DONG PENG;;FENG QINGSHAN;;CAI PEIPEI;;SHA SHENGYI;;WANG YUQIN,Granted Patent
CN206130535U,CN,4/26/2017,2017,10/20/2016,HUANGSHAN ZONTO PUMPS MFG CO LTD,LI YONGHUI;;YE ZHONGDONG;;SHAO JING,,HUANG ZHIYAO;;HE CHAOHONG;;JIA YOUYAO;;LIANG QILIN;;ZHU MINGQIAO;;JI HAIFENG;;YU GENAN,Granted Patent
CN201237601Y,CN,5/13/2009,2009,6/27/2008,UNIV CHINA PETROLEUM,LAIBIN ZHANG;;JIANCHUN FAN;;DONG WEN;;SHENGLI CHU;;YUNHANG JIA,,PAN YAOQING LI,Granted Patent
CN102425407A,CN,4/25/2012,2012,12/30/2011,JIANGSU JIECHUANG TECHNOLOGY CO LTD,XUNMING LI;;JINYU ZHOU;;CHUNHAI HUANG,,JIANHUA ZHOU,Patent Application
CN108254178A,CN,07/06/2018,2018,03/05/2018,NANJING HUACHUANG TRAFFIC EQUIPMENT CO LTD,KONG XIANGYU;;FU PEIXI;;LI WENXIA,,ZHANG ZHOUSHENG;;SONG XIAOHUI;;LI JIAN;;LIU WENFEI,Patent Application
CN205260014U,CN,5/25/2016,2016,10/29/2015,XI'AN WUHUA JUNENG BLASTING EQUIPMENT CO LTD,LUO XINGPING;;YANG WEI;;LI JINGCEN;;ZHANG HU;;GUO LICHAO;;XIAO YONG;;BAI ZHU;;CHANG XIN;;LI ZHEYU,,HE YUJIE;;ZENG LEI;;WANG ZHAO,Granted Patent
CN106185096A,CN,12/07/2016,2016,8/26/2016,WUHAN ANDREW ENV ENG CO LTD;;HE JIANPING,HE JIANPING;;SONG QING;;LUO FUJUN,,ZHANG HAIFENG;;LI YI;;YANG MING,Patent Application
CN2756822Y,CN,02/08/2006,2006,04/05/2004,ZENG FANSU,ZENG FANSU;;ZOU HUAJI;;SHU PING;;ZENG DENGMING,,JIANG HAILI,Granted Patent
CN2536433Y,CN,2/19/2003,2003,3/25/2002,HUAYOU NATURAL GAS VEHICLE DEV,YUE QIANG;;DENG ZHIYONG;;LI JIAN,,JIN NINGDE;;WANG DAYANG;;ZHAI LUSHENG;;REN YINGYU,Granted Patent
CN105651952A,CN,06/08/2016,2016,04/04/2016,ZHEJIANG SCI-TECH UNIV,DAI YANYUN;;ZHAO MINGJIE;;CHEN CHENCHEN;;WANG LUJUAN,,ZHANG HONGTAO,Patent Application
CN201212393Y,CN,3/25/2009,2009,10/25/2007,GUANGSEN SUN,GUANGSEN SUN,,YU WEICHU;;YAN JIENIAN,Granted Patent
CN201032457Y,CN,03/05/2008,2008,3/15/2007,WEIWEI WANG,WEIWEI WANG;;YANFENG GENG,CHINA PETROLEUM COLLEGE (2008-12-19),YIN HUI;;WANG FENGHUA;;YANG YUEGANG;;LI WEI;;LOU LI;;ZHANG YOUZHU;;ZHAO PENG;;ZHENG QIAOSHENG,Granted Patent
CN101787877A,CN,7/28/2010,2010,1/29/2010,FU WEI,MING CHEN;;XIUMEI HOU;;SENLIN LI;;RONGZHI LIU;;YUNCHUAN WANG;;ZHILIAN WEI;;WEIGUO XU;;XUXIA ZHANG,,CHENG SHAOWEI;;LI CHUNCHENG;;BAO CHUNLEI;;LI TIANMIN;;WANG PEILONG;;GAO CHAO,Patent Application
CN204827931U,CN,12/02/2015,2015,7/31/2015,JINAN COMPRESSOR FACTORY CO LTD,FENG XIUQIN;;ZHOU CHANGFENG;;HU HAITAO,,XIANGTING LI;;JUN-AN ZHONG,Granted Patent
CN204202668U,CN,03/11/2015,2015,11/27/2014,UNIV QINGDAO SCIENCE & TECH,WANG ZHANXU;;WANG ZHILIANG;;WANG JINGZHOU;;GAO ZHENMING,,GAN JUNQI;;WANG JUNWEN;;NIE ZHIHONG;;ZHANG YUAN;;YAN YIQUN;;LIU JUNSHENG;;LIU YAOQUAN;;XU QINGXIANG,Granted Patent
CN106197532A,CN,12/07/2016,2016,6/15/2016,UNIV HUAQIAO,DU JIANHUA;;HUANGFU CHENXIN;;HE JIANXING;;HUANG QINGQING;;WANG QIANQIAN;;DUAN WENHUAN,,LU JINQING,Patent Application
CN108507630A,CN,09/07/2018,2018,03/12/2018,UNIV TSINGHUA,PENG LIHUI;;LI YI;;LI JINKU,,MA HUAILEI,Patent Application
CN204628953U,CN,09/09/2015,2015,3/31/2015,CHENGDU LAIBAO PETROLEUM EQUIPMENT CO LTD,TAN ZHENGHUAI,,GAOYIN YANG,Granted Patent
CN205075961U,CN,03/09/2016,2016,9/15/2015,DAFU INTELLIGENT TECH (CHANGZHOU) CO LTD,HUANG LI'NA;;SHAO JIANXIN,,LIU SHAOYUN XIAN,Granted Patent
CN206311334U,CN,07/07/2017,2017,12/26/2016,UNIV HENAN SCIENCE & TECH,SI DONGHONG;;LI JISHUN;;SUI XIN;;YANG FANG;;MA XIQIANG;;XUE YUJUN,,YANG LIHUA;;WU YAO;;WU DATAO;;XU TENGFEI,Granted Patent
CN201372783Y,CN,12/30/2009,2009,03/10/2009,PETROCHINA CO LTD,CHONG XIE;;JUNGANG LI;;GUORONG WANG;;FAQUAN LIN;;FENGHUI DU;;QUANYI SONG;;XIUZHEN YIN;;YANAN HUI,,ZHAI JIDONG;;YAN CHAO;;ZHANG LELE,Granted Patent
CN202328440U,CN,07/11/2012,2012,11/10/2011,CHUNXIANG XU;;YILAN ZHANG,YILAN ZHANG;;ENDI ZHANG;;CHUNXIANG XU;;ZHI XU,,RAN ZHANG,Granted Patent
CN2814411Y,CN,09/06/2006,2006,8/20/2005,ZHU GUANGSHENG,ZHU GUANGSHENG,,DONG FENG;;LIU HAO;;TAN CHAO,Granted Patent
CN208992779U,CN,6/18/2019,2019,08/11/2018,NANTONG SUNLIKE MACHINERY CO LTD,SANG CHENYANG;;SUN JIANHUA,,LI LONGFEI;;TAO FEI;;ZHANG QINGYUAN;;XIU JIANPENG;;LIU WEI;;WANG QING;;REN LIMING;;QU YI;;MA HENG;;SONG CHANGLONG;;ZHANG JIAN;;ZHAO DEHAI;;SUN LUHENG;;PAN HAOZHONG;;LI JIANMIN;;DU HENG;;CHEN KAI;;ZHANG CHUNJIANG;;LI NING;;ZHOU YAN;;TONG HAIBIN;;SUN LU;;LI HAO,Granted Patent
